description	enabled	ladder	min diff	version	op	param	value	*stat	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	*mod 1 skillname	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	*mod 2 skillname	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	*mod 3 skillname	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	*mod 4 skillname	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	*mod 5 skillname	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	*b mod 1 skillname	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	*b mod 2 skillname	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	*b mod 3 skillname	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	*b mod 4 skillname	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	*b mod 5 skillname	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	*c mod 1 skillname	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	*c mod 2 skillname	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	*c mod 3 skillname	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	*c mod 4 skillname	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	*c mod 5 skillname	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Unique Reroll ES Armor Exc	1			1	18	202	0			3	Gotterdammerung	"gem5,qty=2"						Gotterdammerung	99																																																																																																					0
Unique Reroll ES Armor Exc	1			1	18	202	0			3	Royal Circlet	"gem5,qty=2"						Royal Circlet	99																																																																																																					0
Unique Reroll ES Armor Exc	1			1	18	202	0			3	Dwarven Spirits	"gem5,qty=2"						Dwarven Spirits	99																																																																																																					0
Unique Reroll ES Armor Exc	1			1	18	202	0			3	Shroud of Azalin	"gem5,qty=2"						Shroud of Azalin	99																																																																																																					0
Unique Reroll ES Armor Exc	1			1	18	202	0			3	Robe of the White Mage	"gem5,qty=2"						Robe of the White Mage	99																																																																																																					0
Unique Reroll ES Armor Exc	1			1	18	202	0			3	Black Armor	"gem5,qty=2"						Black Armor	99																																																																																																					0
Unique Reroll ES Armor Exc	1			1	18	202	0			3	Demon Skin	"gem5,qty=2"						Demon Skin	99																																																																																																					0
Unique Reroll ES Armor Exc	1			1	18	202	0			3	Palashia's Defense	"gem5,qty=2"						Palashia's Defense	99																																																																																																					0
Unique Reroll ES Armor Exc	1			1	18	202	0			3	Robe of the Phoenix	"gem5,qty=2"						Robe of the Phoenix	99																																																																																																					0
Unique Reroll ES Armor Exc	1			1	18	202	0			3	Ancient Guardian	"gem5,qty=2"						Ancient Guardian	99																																																																																																					0
Unique Reroll ES Armor Exc	1			1	18	202	0			3	Armor of the Wind	"gem5,qty=2"						Armor of the Wind	99																																																																																																					0
Unique Reroll ES Armor Exc	1			1	18	202	0			3	Scarab Demon Carapace	"gem5,qty=2"						Scarab Demon Carapace	99																																																																																																					0
Unique Reroll ES Armor Exc	1			1	18	202	0			3	Wisdom's Wrap	"gem5,qty=2"						Wisdom's Wrap	99																																																																																																					0
Unique Reroll ES Armor Exc	1			1	18	202	0			3	Mountain's Skin	"gem5,qty=2"						Mountain's Skin	99																																																																																																					0
Unique Reroll ES Armor Exc	1			1	18	202	0			3	Arkaine's Valor	"gem5,qty=2"						Arkaine's Valor	99																																																																																																					0
Unique Reroll ES Armor Exc	1			1	18	202	0			3	Armor of the Deep	"gem5,qty=2"						Armor of the Deep	99																																																																																																					0
Unique Reroll ES Armor Exc	1			1	18	202	0			3	Piotyr's Plate	"gem5,qty=2"						Piotyr's Plate	99																																																																																																					0
Unique Reroll ES Armor Exc	1			1	18	202	0			3	Templar Protector	"gem5,qty=2"						Templar Protector	99																																																																																																					0
Unique Reroll ES Armor Exc	1			1	18	202	0			3	The Iron Maiden	"gem5,qty=2"						The Iron Maiden	99																																																																																																					0
Unique Reroll ES Armor Exc	1			1	18	202	0			3	Armor of the Dragon Mage	"gem5,qty=2"						Armor of the Dragon Mage	99																																																																																																					0
Unique Reroll ES Armor Exc	1			1	18	202	0			3	Drizzt's Mithril	"gem5,qty=2"						Drizzt's Mithril	99																																																																																																					0
Unique Reroll ES Armor Exc	1			1	18	202	0			3	Demonspike Coat	"gem5,qty=2"						Demonspike Coat	99																																																																																																					0
Unique Reroll ES Armor Exc	1			1	18	202	0			3	The Deflector	"gem5,qty=2"						The Deflector	99																																																																																																					0
Unique Reroll ES Armor Exc	1			1	18	202	0			3	Karcheus Ward	"gem5,qty=2"						Karcheus Ward	99																																																																																																					0
Unique Reroll ES Armor Exc	1			1	18	202	0			3	The Face of the Sun	"gem5,qty=2"						The Face of the Sun	99																																																																																																					0
Unique Reroll ES Armor Exc	1			1	18	202	0			3	Spikewall	"gem5,qty=2"						Spikewall	99																																																																																																					0
Unique Reroll ES Armor Exc	1			1	18	202	0			3	The Shield of Pain	"gem5,qty=2"						The Shield of Pain	99																																																																																																					0
Unique Reroll ES Armor Exc	1			1	18	202	0			3	Tortured Souls	"gem5,qty=2"						Tortured Souls	99																																																																																																					0
