index	*ID	version	enabled	*Skip Generation	firstLadderSeason	lastLadderSeason	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
Storm's Charge	277	0	1				1	1	30	22	lsd	Long Sword		9	25000	dred	dred		invlsdu				tinkerflag2		25	35	dmg/lvl	8			deadly		33	33	manasteal		6	12	pierce-ltng		10	15	skill	Axe Mastery	5	10	skill	Increased Stamina	5	10	res-ltng		20	40	dmg%/lvl	8																0
Tribesman's Focus	278	0	1				1	1	37	29	wsd	War Sword		9	25000	whit	whit						tinkerflag2		25	35	dmg%		100	200	allskills		1	2	block		15	15	swing2		40	60	move2		20	20	crush		10	20	hp		50	50	dex		25	50	str		25	50										0
Darkteflan	279	0	1				1	1	5	12	2hs	Two-Handed Sword		6	10000	cgrn	cgrn		inv2hsu				tinkerflag2		25	35	att-skill	Poison Dagger Proc	20	5	swing2		30	30	att%		50	100	freeze		1	1	dmg%		100	150	res-cold		20	40	res-pois		20	40																		0
Devilish Fear	280	0	1				1	1	11	19	clm	Claymore		7	15000	dgrn	dgrn						tinkerflag2		25	35	dmg-mag		75	150	dmg-undead		200	300	dmg-demon		200	300	swing2		50	50	att-skill	Howl	5	10	dmg%		50	100																						0
Falcon's Pride	281	0	1				1	1	18	23	gis	Giant Sword		7	15000	dblu	dblu		invgisu				tinkerflag2		25	35	dmg/lvl	12			skill	Zeal	5	10	swing2		35	35	deadly		33	33	att		100	200	att/lvl	8			hp		50	100	mana		50	100	dmg%		50	100	skill	Crucify	5	10						0
Gonnermouth's Blade	282	0	1				1	1	24	26	bsw	Bastard Sword		8	20000	lgrn	lgrn		invbswu				tinkerflag2		25	35	dmg%		125	150	swing1		-30	-30	lifesteal		5	15	manasteal		5	15	vit		50	50	ease		100	100	dmg-norm		50	100	strpercent		30	50														0
Blizzard's Sword	283	0	1				1	1	31	26	flb	Flamberge		9	25000	cblu	cblu						tinkerflag2		25	35	hit-skill	Blizzard	5	20	pierce-cold		5	15	kill-skill	Time Stop	5	20	swing2		40	40	red-dmg		10	20	nofreeze		1	1	kill-skill	Cold Surge	17	10	dmg-cold	50	100	150														0
The Barbaric Totem	284	0	1				1	1	38	29	gsd	Great Sword		9	25000	cred	cred		invgsdu				tinkerflag2		25	35	bar		2	2	dmg%		90	140	dmg/lvl	8			att%		25	50	vit		10	15	str/lvl	8			ac-hth		150	250	skilltab	14	1	4	cast2		40	40										0
Magma Spike	285	0	1				1	1	27	30	9ss	Gladius		8	20000	dred	dred						tinkerflag2		25	35	hit-skill	SEruption	2	30	kill-skill	Fire Surge	17	20	pierce-fire		10	15	fireskill		1	3	res-fire		30	50	red-dmg%		10	15	life-on-striking		1	2																		0
Scourge of the Twin Seas	286	0	1				1	1	32	31	9sm	Cutlass		9	25000	dblu	dblu		invscmu				tinkerflag2		25	35	dmg%		150	200	swing2		30	30	mag%		50	100	gold%		50	100	hit-skill	Fire Ball	10	35	hit-skill	Glacial Spike	10	35	hp%		15	30	mana%		25	50														0
Soulforge	287	0	1				1	1	37	33	9sb	Shamshir		9	25000	cblu	cblu		inv9sbu				tinkerflag2		25	35	hit-skill	Poison Mastery	3	15	swing2		20	20	hit-skill	Magic Surge	5	30	att-skill	Howl	5	25	res-mag		10	20	red-dmg%		10	20	regen		400	500	att		200	300														0
The Desert Wind	288	0	1				1	1	42	35	9fc	Tulwar		10	30000	dgld	dgld		invflcu				tinkerflag2		25	35	life-on-striking		1	2	swing2		100	100	hit-skill	STwister	5	30	kill-skill	Sandstorm	17	25	oskill	Dodge	1	1	extra-wind		10	30	dmg-ac		-25	-50																		0
Frost Shard	289	0	1				1	1	45	37	9cr	Dimensional Blade		10	30000	cblu	cblu		invcrsu				tinkerflag2		25	35	att-skill	Glacial Spike	100	30	pierce-cold		10	20	aura	Cold Pierce Aura	10	20	mana%		50	100	nofreeze		1	1	res-cold		60	80	res-cold-max		3	5	swing2		20	30	att%		50	100										0
Zakarum Blade	290	0	1				1	1	47	39	9bs	Battle Sword		10	30000	lgry	lgry		invbsdu				tinkerflag2		25	35	pal		1	3	dmg-undead		200	300	att-undead		100	200	dmg-demon		200	300	att-demon		150	200	hp%		10	20	light		5	10	item-skill-cooldown		15	25	extra-mag2		10	20										0
Celestial Avenger	291	0	1				1	1	49	41	9ls	Rune Sword		10	30000	whit	whit		invlsdu				tinkerflag2		25	35	dmg-mag		1000	2000	ease		100	100	swing2		-30	-30	hit-skill	Poison Mastery	3	50	kill-skill	Magic Surge	33	40	res-all		30	50	res-all-max		3	5	allskills		1	2														0
Mithril Sword	292	0	1				1	1	50	42	9wd	Ancient Sword		11	35000	whit	whit						tinkerflag2		25	35	ease		-100	-100	crush		100	100	deadly		100	100	cast2		50	50	swing2		50	50	att%		200	200	move2		50	50	red-dmg		15	30	red-mag		15	30										0
The Vampire	293	0	1				1	1	30	42	92h	Espadon		9	25000	blac	blac		inv2hsu				tinkerflag2		25	35	dmg%		150	300	lifesteal		15	25	manasteal		15	25	regen		800	1000	hit-skill	Decrepify	3	40	regen-mana		150	300	life-on-striking		2	3	mana-on-striking		1	2														0
Black Death	294	0	1				1	1	36	43	9cm	Dacian Falx		9	25000	blac	blac						tinkerflag2		25	35	kill-skill	Poison Surge	20	40	pierce-pois		10	20	dmg-norm		40	50	swing2		30	30	dmg%		100	150	oskill	Venom	10	20	dmg-pois	256	1000	2000																		0
Stone Brenner	295	0	1				1	1	43	44	9gs	Tusk Sword		10	30000	dgry	dgry		invgisu				tinkerflag2		25	35	red-dmg%		40	50	ease		300	300	dmg-min		150	150	red-dmg		25	35	gethit-skill	Concentrate Proc	10	40	ac		500	500	lifesteal		10	20	res-all-max		2	4														0
Jeldaria's Focus	296	0	1				1	1	49	45	9b9	Gothic Sword		10	30000	lred	lred		invbswu				tinkerflag2		25	35	hit-skill	Psychic Hammer	3	40	gethit-skill	Cloak of Shadows	5	40	swing2		50	50	dmg%		300	300	red-dmg		50	50	oskill	Increased Speed	5	10																						0
Inarius' Fall	297	0	1				1	1	54	46	9fb	Zweihander		11	35000	cred	cred						tinkerflag2		25	35	dmg%		100	200	aura	Conviction	5	10	str		50	50	dex		50	50	vit		50	50	strpercent		15	15	dexpercent		15	15	vitpercent		15	15	att-skill	Hailstorm	50	10										0
Terminus Est	298	0	1				1	1	55	48	9gd	Executioner Sword		11	35000	blac	blac		invgsdu				tinkerflag2		25	35	dmg%		200	200	dmg/lvl	10			ignore-ac		1	1	deadly/lvl	6			swing2		40	50	oskill	Sword Mastery	1	3	crush		50	50																		0
Slave Warrior's Edge	299	0	1				1	1	52	58	0ss	Gladiator Blade		11	35000	oran	oran						tinkerflag2		25	35	block		10	20	dmg-ac		50	100	aura	Thorns	10	20	thorns		500	1000	thorns/lvl	80			att-skill	Spike Nova Proc	10	30	mag%		100	200	swing2		50	50	dmg-norm		80	100										0
Twinkle	300	0	1				1	1	57	59	0sm	Desert Sword		11	35000	bwht	bwht		invscmu				tinkerflag2		25	35	kill-skill	Chain Lightning	100	60	ease		300	300	aura	Lightning Damage Aura	5	10	cast2		50	50	swing2		50	50	pierce-ltng		20	30	hit-skill	Lightning Surge	3	60	att-skill	Time Stop	5	40	nofreeze		1	1										0
Icing Death	301	0	1				1	1	62	61	0sb	Rapier		12	40000	whit	whit		inv9sbu				tinkerflag2		25	35	allskills		1	3	freeze		2	3	hit-skill	Frozen Blast	2	50	hit-skill	Monsoon	1	50	skill	Freezing Claws Proc	10	20	pierce-cold		20	30	hp		100	200	nofreeze		1	1	dmg-cold	500	400	500										0
The Executioner's Blade	302	0	1				1	1	67	62	0fc	Okrist		12	40000	blac	blac		invflcu				tinkerflag2		25	35	dmg%		200	300	dmg/lvl	16			kill-skill	Fury Proc	10	60	heal-kill		100	200	deadly		100	100	ease		300	300	reduce-ac		50	100	strpercent		25	50	hit-skill	Amplify Damage	3	60										0
Diamondedge	303	0	1				1	1	72	64	0cr	Jeweled Edge		13	45000	bwht	bwht		invcrsu				tinkerflag2		25	35	sock		3	6	dmg-norm		20	50	swing2		-30	-30	ease		150	150	dmg/lvl	16			red-dmg		50	50	red-mag		50	50	mana%		50	50	crush		100	100										0
Glacial Form	304	0	1				1	1	76	66	0bs	Viking Sword		13	45000	dblu	dblu		invbsdu				tinkerflag2		25	35	swing2		40	50	coldskill		2	4	kill-skill	Fire Trauma	50	60	pierce-cold		15	30	oskill	Ice Blink	10	20	item-skill-cooldown		20	25	oskill	370	1	5	nofreeze		1	1	gethit-skill	Whirlpool Proc	50	60										0
Soul Singer	305	0	1				1	1	77	69	0ls	Arcane Sword		13	45000	blac	blac		invlsdu				tinkerflag2		25	35	cast2		40	50	skilltab	14	2	4	kill-skill	War Cry	25	60	kill-skill	Battle Command	1	60	dmg-undead		400	500	dmg-demon		400	500	extra-mag2		20	40	item-skill-cooldown		25	25														0
Rome's Victory	306	0	1				1	1	78	70	0wd	Trojan Sword		13	45000	cgrn	cgrn						tinkerflag2		25	35	dmg%		300	400	dmg-norm		50	100	swing2		40	40	kill-skill	Bash Proc	33	45	ease		500	500	mag%		100	150	gold%		100	150	heal-kill		50	100	mana-kill		25	50	deadly		50	100	strpercent		50	100		0
Blade of Righteousness	307	0	1				1	1	55	64	02h	Judgement Blade		11	35000	bwht	bwht		inv2hsu				tinkerflag2		25	35	hit-skill	Crucify Proc	1	50	dmg-undead		400	500	dmg-demon		400	500	skilltab	10	4	7	dmg-mag		1000	2000	oskill	Magic Mastery	5	10	light		10	20	res-all		60	80	allskills		2	3	res-pois-len		100	100	swing2		40	40		0
Reins of Power	308	0	1				1	1	61	67	0cm	Titan's Dagger		12	40000	dblu	dblu						tinkerflag2		25	35	allskills		1	3	dmg%		300	500	swing2		40	40	res-all-max		3	5	abs-fire%		3	5	abs-cold%		3	5	abs-ltng%		3	5	res-all		30	50														0
Mitsurugi's Aide	309	0	1				1	1	68	74	0gs	Lithe Blade		12	40000	dgrn	dgrn		invgisu				tinkerflag2		25	35	dmg%		250	320	dmg-norm		25	50	swing3		30	30	aura	Blessed Aim	10	15	block		5	10	block2		50	50	oskill	SSummon Grizzly	30	50	extra-summ		25	50	passive-summ-life		25	50										0
Blackened Blade of Arkanon	310	0	1				1	1	74	70	0b0	Dark Sword		13	45000	blac	blac		invbswu				tinkerflag2		25	35	dmg%		250	300	dmg/lvl	12			deadly		40	40	crush		25	25	slow		30	30	oskill	Venom	40	50	pierce-pois		30	40	att		150	200	att/lvl	6			att-skill	Poison Dagger Proc	10	60						0
The Fires of Sunlight	311	0	1				1	1	81	73	0fb	Hellfire Sword		13	45000	cred			invflb				tinkerflag2		25	35	ease		300	300	kill-skill	Fire Surge	33	60	swing2		50	50	dmg-fire		2000	8000	pierce-fire		20	40	fireskill		3	6	hit-skill	SEruption	1	60	res-all		40	60	life-on-striking		3	5	heal-kill		100	200						0
The Grandfather	312	0	1				1	1	84	80	0gd	Death Blade		13	45000	dgry	dgry		invgsdu				tinkerflag2		25	35	aura	Might	10	30	ease		200	200	all-stats-percent		20	40	curse-res		100	100	hp		200	200	dmg%		400	500	dmg/lvl	32			deadly		100	100														0
The Trainee's Shuriken	313	0	1				1	1	2	3	tkf	Throwing Knife		6	10000	dgry	dgry						tinkerflag2		25	35	rep-quant	33			pierce		10	10	swing2		20	30	manasteal		5	10	dmg%		100	150	dmg/lvl	8			ass		1	2	hit-skill	Axe Proc	15	20														0
The Lumberjack's Toy	314	0	1				1	1	7	5	tax	Throwing Axe		6	10000	dgld	dgld						tinkerflag2		25	35	rep-quant	33			pierce		50	50	dmg-fire		30	100	dex		15	15	str		15	15	hp		40	40	swing3		30	30	dmg-fire/lvl	40																0
The Surgeon	315	0	1				1	1	13	9	bkf	Balanced Knife		7	15000	lgry	lgry						tinkerflag2		25	35	rep-quant	33			pierce		100	100	pierce-pois		10	15	hit-skill	Poison Dagger Proc	1	10	dmg-min		20	30	dmg%		50	80	deadly		1	50	hp/lvl	24																0
The Miner	316	0	1				1	1	16	12	bal	Balanced Axe		7	15000	blac	blac						tinkerflag2		25	35	rep-quant	33			pierce		25	25	hit-skill	Amplify Damage	3	30	dmg-norm		10	20	skill	Throwing Mastery	3	6	dmg%		50	100	hp		50	50	dmg/lvl	8																0
Morgue	317	0	1				1	1	29	24	9tk	Battle Dart		8	20000	blac	blac						tinkerflag2		25	35	rep-quant	33			pierce		15	15	dmg%		100	150	allskills		2	2	kill-skill	Shuriken	17	25	manasteal		5	10	balance1		30	30	cast1		30	30	dmg%/lvl	12			dmg/lvl	12			heal-kill		25	50		0
Battle Hymn	318	0	1				1	1	34	27	9ta	Francisca		9	25000	lyel	lyel						tinkerflag2		25	35	rep-quant	33			pierce		50	50	skilltab	13	2	5	dmg/lvl	12			swing1		20	20	att%		50	150	att		200	300	dexpercent		10	20	kill-skill	Battle Command	1	40	dmg%		100	150						0
The Hurricane	319	0	1				1	1	39	30	9bk	War Dart		9	25000	whit	whit						tinkerflag2		25	35	rep-quant	33			pierce		100	100	hit-skill	Whirlpool Proc	5	40	kill-skill	Wind Surge	10	40	kill-skill	Cold Surge	10	40	hit-skill	Sandstorm	5	40	oskill	Shuriken	10	20	att%		150	250	extra-wind		15	30	pierce-cold		10	20	swing2		30	50		0
Minotaur's Sidearm	320	0	1				1	1	41	32	9b8	Hurlbat		10	30000	dgry	dgry						tinkerflag2		25	35	rep-quant	33			aura	Might	5	15	skill	Increased Stamina	10	15	strpercent		15	30	str		20	40	dex		50	100	dmg%		100	200	red-dmg		10	20	red-dmg%		5	10	move2		30	30						0
The Assassin's Stiletto	321	0	1				1	1	54	54	0tk	Throwing Dagger		11	35000	blac	blac						tinkerflag2		25	35	rep-quant	33			pierce		33	33	allskills		1	1	skilltab	18	2	2	heal-kill		25	50	mana-kill		15	30	res-all		20	20	kill-skill	Shuriken Trap	20	50	item-skill-cooldown		15	35	dmg%/lvl	16			dmg%		200	300		0
Dark Knight's Dread	322	0	1				1	1	56	57	0ta	Throwing Hatchet		11	35000	blac	blac						tinkerflag2		25	35	rep-quant	33			pierce		50	50	kill-skill	Phantom Hatchets	17	45	hit-skill	Axe Proc	20	40	dmg%		200	300	dmg-norm		50	75	att		200	300	att%		50	100	str		80	100	gethit-skill	Axe Proc	100	40						0
Unicorn's Horn	323	0	1				1	1	75	64	0bk	Balanced Dagger		13	45000	bwht	bwht						tinkerflag2		25	35	rep-quant	33			pierce		100	100	hit-skill	Lower Resist	4	56	dmg-ltng		1	2500	dmg-cold	250	1000	1500	dmg-fire		1100	1600	res-mag		20	30	kill-skill	Vengeance Proc	25	45	hit-skill	Fire Enhanced Arrow	8	30	hit-skill	Cold Enhanced Arrow	8	30	hit-skill	Lightning Enhanced Arrow	8	30		0
Hephasto's Last Project	324	0	1				1	1	80	67	0b6	Balanced Hatchet		13	45000	blac	blac						tinkerflag2		25	35	rep-quant	33			pierce		100	100	freeze		5	5	dmg-mag		2000	3000	oskill	Hatchet Flurry	10	20	hit-skill	Cataclysm	1	60	hit-skill	Inner Sight	2	30	kill-skill	Corpse Explosion	50	40	kill-skill	Wind Surge	10	60										0
The Green Lantern	325	0	1				1	1	4	5	wnd	Wand		6	10000	cred	cred		inv9wnu				tinkerflag2		25	35	nec		1	1	res-pois-len		50	50	str		10	20	ac		30	60	skill	Amplify Damage	2	4	skilltab	7	1	1	ac/lvl	12			red-dmg		5	10	red-mag		5	10	regen		10	10	pierce-pois		5	10		0
Necromonic Tool	326	0	1				1	1	17	14	ywn	Yew Wand		7	15000	dblu	dblu						tinkerflag2		25	35	nec		1	1	mana		30	60	dmg-to-mana		35	50	cast2		20	20	balance2		30	30	skilltab	8	1	2	skill	Skeleton Mastery	2	4	passive-summ-life		10	20														0
Lucrecius Power	327	0	1				1	1	24	20	bwn	Bone Wand		8	20000	cgrn	cgrn		inv9bwu				tinkerflag2		25	35	allskills		1	1	mana		40	80	dmg-to-mana		50	75	cast3		30	30	extra-mag2		10	20	nofreeze		1	1	mana/lvl	8			hp/lvl	8																0
Wand of Spirits	328	0	1				1	1	31	28	gwn	Grim Wand		9	25000	lblu	lblu		inv9gwu				tinkerflag2		25	35	dru		1	1	res-all		15	30	regen-mana		50	50	oskill	Spirit of Nature	5	10	skilltab	15	1	1	cast2		20	20	nec		1	1	skilltab	8	1	1	extra-summ		5	15	oskill	BloodGolem	5	10						0
Cinderspark	329	0	1				1	1	29	33	9wn	Burnt Wand		8	20000	lred			inv9wnu				tinkerflag2		25	35	kill-skill	Fire Surge	100	5	fireskill		2	3	pierce-fire		10	15	cast2		30	50	heal-kill		10	20	mana-kill		5	10	hp		80	100	enr		20	40														0
Rusalka's Femur	330	0	1				1	1	42	35	9yw	Petrified Wand		10	30000	lblu	lblu						tinkerflag2		25	35	kill-skill	Monsoon	5	40	sock		2	3	pierce-cold		10	15	cast2		20	20	hp		50	100	mana		50	100																						0
Wand of Rathma	331	0	1				1	1	44	36	9bw	Tomb Wand		10	30000	dgry	dgry		inv9bwu				tinkerflag2		25	35	extra-summ		20	40	oskill	SSummon Grizzly	1	1	nec		1	2	regen-mana		50	100	cast2		30	50	oskill	Feral Mastery	1	1																						0
Skull of Horazon	332	0	1				1	1	49	43	9gw	Grave Wand		10	30000	dgry	dgry		inv9gwu				tinkerflag2		25	35	skill	Bone Spirit	20	30	kill-skill	Magic Surge	33	40	oskill	Magic Mastery	1	1	mana%		40	80	regen-mana		100	200	mana-kill		20	40	hp%		30	50	heal-kill		30	50														0
Arm of the Skeleton	333	0	1				1	1	54	73	0wn	Sacred Wand		11	35000	whit	whit		inv9wnu				tinkerflag2		25	35	allskills		1	3	skill	Raise Skeletal Mage	1	25	skill	Skeleton Mastery	1	25	skill	Raise Skeleton	1	25	red-dmg%		1	20	res-all		10	30	res-mag		10	30	cast2		50	50														0
Secret of the Ooze	334	0	1				1	1	67	75	0yw	Sepulcher Wand		12	40000	lyel	lyel						tinkerflag2		25	35	kill-skill	Poison Surge	100	30	pierce-pois		10	20	poisonskill		3	5	oskill	Poison Mastery Passive	1	1	gethit-skill	Poison Nova	3	60	regen		800	1000	all-stats		20	30	sock		1	1														0
Essence of Trang Oul	335	0	1				1	1	74	77	0bw	Callous Wand		13	45000	cred	cred		inv9bwu				tinkerflag2		25	35	oskill	Incinerate	10	20	pierce-fire		10	30	kill-skill	Fire Surge	50	30	enepercent		20	40	heal-kill		50	100	mana-kill		25	50	res-fire-max		3	5	res-cold		60	80	nofreeze		1	1										0
Song of the Damned	336	0	1				1	1	81	80	0gw	Demonic Wand		13	45000	blac	blac		inv9gwu				tinkerflag2		25	35	kill-skill	War Cry	17	60	kill-skill	Battle Cry	17	60	kill-skill	Howl	17	60	kill-skill	Battle Command	5	60	oskill	Magic Mastery	5	10	aura	Sanctuary	10	25	gethit-skill	Shout	5	60	oskill	Battle Orders	10	20	allskills		1	3	all-stats		20	40	res-all		40	50		0
Fuego	337	100	1				1	1	18	14	am1	Stag Bow		7	15000	lred	lred						tinkerflag2		25	35	dmg-fire		100	200	dmg-fire/lvl	32			swing2		20	40	all-stats		10	20	move2		10	20	kill-skill	Fire Surge	100	1																						0
Scilla's Nimbleness	338	100	1				1	1	27	22	am2	Reflex Bow		8	20000	oran	oran						tinkerflag2		25	35	dmg%		150	250	swing1		40	40	att%		25	25	move2		20	30	slow		15	30	skill	Dodge	2	4	skill	Avoid	2	4	dexpercent		10	20														0
Kashya's Issue	339	0	1				1	1	37	30	apb	Precision Bow		9	25000	dgld	dgld						tinkerflag2		25	35	allskills		1	2	skilltab	0	1	2	swing2		20	30	extra-fire		10	15	extra-cold		10	15	extra-ltng		10	15	extra-pois		10	15	move2		30	30	hp		50	50	mana		50	50						0
Fluffy Rabbit's Hare-y Javelin	340	0	1				1	1	23	17	am5	Maiden Javelin		8	20000	cblu	cblu						tinkerflag2		25	35	rep-quant	33			dmg%		110	150	swing2		20	20	dmg-cold/lvl	20			skilltab	1	1	3	deadly		15	15	manasteal		5	7	dmg-cold	150	100	300	pierce-ltng		10	15	pierce-fire		10	15		pierce-cold	10	15		0
Rod of Zerae	341	100	1				1	1	18	14	am3	Maiden Spear		7	15000	lyel	lyel						tinkerflag2		25	35	ama		1	1	dmg%		75	125	dmg-norm		20	30	swing1		40	40	abs-ltng%		1	3	hit-skill	Lightning Strike	3	20	gethit-skill	Static Field	20	15																		0
Lance of Celestia	342	100	1				1	1	27	22	am4	Maiden Pike		8	20000	oran	oran						tinkerflag2		25	35	ama		2	2	dmg%		160	190	swing1		40	40	deadly		20	20	res-all		10	30	str		20	30	dex		20	30	skill	Power of Athulua	5	10	crush		20	20										0
Oxhorn	343	100	1				1	1	39	29	am6	Ashwood Bow		9	25000	dgrn	dgrn						tinkerflag2		25	35	dmg%		100	200	dmg/lvl	8			str		25	50	dex		25	50	skill	Critical Strike	1	3	pierce		100	100	hit-skill	Amplify Damage	5	30																		0
Lycander's Aim	344	100	1				1	1	50	42	am7	Ceremonial Bow		11	35000	cgrn	cgrn						tinkerflag2		25	35	att		300	400	hit-skill	Arrow Hit Skill	15	30	deadly		25	50	dex		50	100	dmg%		150	200	dmg-min		40	50	manasteal		5	10	heal-kill		20	40														0
Robin Hood's Precision	345	0	1				1	1	59	52	9pb	Tuigan Bow		11	35000	cgrn	cgrn						tinkerflag2		25	35	pierce		100	100	swing2		-30	-30	pierce-fire		20	30	pierce-cold		20	30	pierce-ltng		20	30	kill-skill	Fire Surge	33	40	kill-skill	Cold Surge	33	40	kill-skill	Lightning Surge	33	40	gold%		80	120	mag%		80	120	mana-kill		20	30		0
Titan's Revenge	346	0	1				1	1	50	42	ama	Ceremonial Javelin		11	35000	dred	dred						tinkerflag2		25	35	str		100	200	ease		200	200	hit-skill	Splintering Javelin	2	30	dmg%		200	300	dmg-max		80	100	hp		100	200	att%		100	200	hit-skill	Inner Sight	3	40	red-dmg		40	50	res-all		30	50						0
The Dragoon Shaft	347	100	1				1	1	43	32	am8	Ceremonial Spear		10	30000	dpur	dpur						tinkerflag2		25	35	kill-skill	Spike Nova Fire	20	40	move2		20	40	swing2		20	40	dmg%		200	250	allskills		1	2	dmg/lvl	16			pierce-fire		10	20	lifesteal		10	20	res-all-max		2	3										0
Lycander's Flank	348	100	1				1	1	50	42	am9	Ceremonial Pike		11	35000	dgrn	dgrn						tinkerflag2		25	35	ama		2	2	skilltab	2	1	1	dmg%		170	220	dmg-norm		25	50	swing2		30	30	ac%		100	200	red-dmg%		10	10	lifesteal		5	10	str		50	100	hit-skill	Arrow Hit Skill	10	20						0
Goldfinger	349	100	1				1	1	53	56	amb	Matriarchal Bow		11	35000	lgld	lgld						tinkerflag2		25	35	swing2		60	60	pierce-ltng		20	30	gold%		100	100	mag%		100	100	hit-skill	Lightning Enhanced Arrow	25	40	dmg-max		1	300	dmg%/lvl	8			dmg%		100	200	att%		200	300	reduce-ac		50	50						0
Artemis' Wrath	350	100	1				1	1	78	62	amc	Grand Matron Bow		13	45000	blac	blac						tinkerflag2		25	35	ama		1	3	dmg%		300	400	swing3		30	30	oskill	Natural Resistance	1	1	kill-skill	Tornado Shot	25	45	manasteal		5	7	ignore-ac		1	1	dmg%/lvl	8			dmg-min		50	125										0
Maija's Menace	351	0	1				1	1	84	71	0pb	Elven Bow		13	45000	cgrn	cgrn						tinkerflag2		25	35	dmg%		300	400	life-on-striking		2	3	mana-on-striking		1	2	hit-skill	Lower Resist	3	50	dmg/lvl	16			ease		300	300	pierce-cold		40	60	pierce-fire		40	60	oskill	Pierce	3	3	skill	Pierce	27	27	pierce-ltng		40	60		0
Zeus' Bolts	352	0	1				1	1	65	62	amf	MatriarchalJavelin		12	40000	bwht	bwht						tinkerflag2		25	35	rep-quant	33			pierce-ltng		20	30	kill-skill	Lightning Surge	33	60	kill-skill	Lightning Fury	10	60	skill	Lightning Fury	10	30	skilltab	2	2	4	pierce		100	100	aura	Vigor	10	20	mana-kill		25	50	str		100	200						0
Lightfoot	353	100	1				1	1	61	60	amd	Matriarchal Spear		12	40000	lblu	lblu						tinkerflag2		25	35	kill-skill	Blaze	25	60	move2		60	60	oskill	Increased Speed	10	20	dexpercent		20	40	swing2		60	60	ease		-100	-100	skill	Dodge	10	20	dmg%		200	300	dmg%/lvl	16			red-dmg%		10	20						0
Raiden's Staff	354	100	1				1	1	81	70	ame	Matriarchal Pike		13	45000	lyel			invraidenstaff				tinkerflag2		25	35	kill-skill	Lightning Strike	10	40	hit-skill	Lightning Enhanced Axe	40	40	pierce-ltng		10	30	swing2		100	100	dmg-ac		-25	-50	move2		50	50	oskill	Teleport	1	1	dmg%		200	300	abs-ltng%		3	5										0
Ghoul's Touch	355	100	1				1	1	1	5	ktr	Katar		6	10000	dgry	dgry						tinkerflag2		25	35	dmg-cold	25	25	50	hit-skill	Decrepify	3	10	swing2		20	20	dmg%		75	100	lifesteal		3	5																										0
Diamond Cuff	356	100	1				1	1	7	9	wrb	Wrist Blade		6	10000	bwht	bwht						tinkerflag2		25	35	ltng-min		1	1	ltng-max		150	200	skilltab	20	1	2	swing2		40	40	dmg%		40	50	dmg-max		15	25	move2		20	20																		0
Shadow Slice	357	100	1				1	1	12	12	axf	Hatchet Hands		7	15000	blac	blac						tinkerflag2		25	35	item-skill-cooldown		10	20	dmg-mag		75	150	manasteal		4	8	dmg%		80	120	skilltab	19	1	2	slow		15	30																						0
Soulsear	358	100	1				1	1	15	13	ces	Cestus		7	15000	cblu	cblu						tinkerflag2		25	35	hit-skill	Lower Resist	3	20	swing2		30	30	kill-skill	Fire Surge	15	5	kill-skill	Cold Surge	15	5	kill-skill	Lightning Surge	15	5	dmg-fire		50	100	dmg-cold	75	40	80	dmg-ltng		1	180														0
