name	version	compactsave	rarity	spawnable	minac	maxac	speed	reqstr	reqdex	block	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	normcode	ubercode	ultracode	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	stackable	minstack	maxstack	spawnstack	Transmogrify	TMogType	TMogMin	TMogMax	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	diablocloneweight
Ancient Armor	0	0	4	0	344	382	2	100	0	0	60	0	33	2	0	10483	96392	2ar	aar		320	aar	2ar	4ar	uar	1	2	3	1	5	2	flpaar	invaar	invaaru	invaaru	1	2	2	2	2	0	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xar	yar	1		
Light Plate	0	0	4	0	127	151	1	41	0	0	60	0	30	2	0	4791	34732	2tp	ltp		320	ltp	2tp	4tp	utp	1	2	3	1	4	2	flpltp	invltp			2	0	1	1	2	2	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xtp	ytp	1		
Buckler	0	0	2	0	6	9	0	15	0	0	12	0	1	2	0	17	754	2uc	buc		320	buc	2uc	4uc	uuc	7	2	2	1	2	2	flpbuc	invbuc	invbucu	invbucu							0	0	0	0	0	0	xxx			shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0		0	1	0	4	8	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xuc	yuc	1		
Small Shield	0	0	3	0	12	18	0	22	0	2	16	0	5	2	0	102	1378	2ml	sml		320	buc	2ml	4ml	uml	7	2	2	1	2	2	flpsml	invsml	invsmlu	invsmlu							0	0	0	0	0	0	xxx			shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0		0	1	0	6	10	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xml	yml	1		
Large Shield	0	0	4	0	18	27	1	25	0	4	24	0	11	2	0	303	2667	2rg	lrg		320	lrg	2rg	4rg	urg	7	2	3	1	3	2	flplrg	invlrg	invlrgu	invlrgu							0	0	0	0	0	0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	8	12	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xrg	yrg	1		
Kite Shield	0	0	4	0	30	45	1	47	0	3	30	0	15	2	0	532	3498	2it	kit		320	kit	2it	4it	uit	7	2	3	1	4	2	flpkit	invkit	invkitu	invkitu							0	0	0	0	0	0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	8	16	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xit	yit	1		
Tower Shield	0	0	4	0	42	63	2	75	0	4	60	0	22	2	0	1062	5858	2ow	tow		320	tow	2ow	4ow	uow	7	2	3	1	4	2	flptow	invtow	invtowu	invtowu							0	0	0	0	0	0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	6	16	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xow	yow	1		
Gothic Shield	0	0	4	0	54	81	1	60	0	3	40	0	28	2	0	2000	10937	2ts	gts		320	kit	2ts	4ts	uts	7	2	4	1	4	2	flpgts	invgts	invgtsu	invgtsu							0	0	0	0	0	0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	8	16	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xts	yts	1		
Gloves(L)	0	0	1	0	6	10	0	15	0	0	12	0	3	2	0	20	1015	2lg	lgl		320	lgl	2lg	4lg	ulg	16	2	2	1	2	0	flplgl	invlgl									0	0	0	0	0	0	xxx			glov		item_gloves	12	item_gloves	0	0	5	0	0	0	0		0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xlg	ylg	1		
Heavy Gloves	0	0	1	0	12	20	0	15	0	0	14	0	7	2	0	88	1654	2vg	vgl		320	vgl	2vg	4vg	uvg	16	2	2	1	2	0	flpvgl	invvgl									0	0	0	0	0	0	xxx			glov		item_gloves	12	item_gloves	0	0	5	0	0	0	0		0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xvg	yvg	1		
Bracers(M)	0	0	2	0	18	30	0	25	0	0	16	0	12	2	0	214	2634	2mg	mgl		320	mgl	2mg	4mg	umg	16	2	2	1	2	0	flpmgl	invmgl			1	1					0	0	0	0	0	0	xxx			glov		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0		0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xmg	ymg	1		
Light Gauntlets	0	0	3	0	24	40	0	45	0	0	18	0	20	2	0	408	3834	2tg	tgl		320	mgl	2tg	4tg	utg	16	2	2	1	2	0	flptgl	invtgl			1	1					0	0	0	0	0	0	xxx			glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0		0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xtg	ytg	1		
Gaunlets(H)	0	0	4	0	30	50	0	60	0	0	24	0	26	2	0	741	5751	2hg	hgl		320	hgl	2hg	4hg	uhg	16	2	2	1	2	0	flphgl	invhgl			2	2					0	0	0	0	0	0	xxx			glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0		0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xhg	yhg	1		
Leather Boots	0	0	1	0	4	8	0	15	0	0	12	0	3	2	0	20	1015	2lb	lbt		320	lbt	2lb	4lb	ulb	16	2	2	1	2	1	flplbt	invlbt									0	0	0	0	0	0	xxx			boot		item_boots	12	item_boots	0	0	5	0	0	0	0		0	6	0	6	16	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xlb	ylb	1		
Heavy Boots	0	0	1	0	8	16	0	18	0	0	14	0	7	2	0	83	1646	2vb	vbt		320	vbt	2vb	4vb	uvb	16	2	2	1	2	1	flpvbt	invvbt									0	0	0	0	0	0	xxx			boot		item_boots	12	item_boots	0	0	5	0	0	0	0		0	6	0	8	20	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xvb	yvb	1		
Chain Boots	0	0	2	0	12	24	0	30	0	0	16	0	12	2	0	213	2632	2mb	mbt		320	mbt	2mb	4mb	umb	16	2	2	1	2	1	flpmbt	invmbt						1			0	0	0	0	0	0	xxx			boot		item_bootschain	12	item_bootschain	0	0	5	0	0	0	0		0	6	0	12	24	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xmb	ymb	1		
Light Plate Boots	0	0	3	0	16	32	0	50	0	0	18	0	20	2	0	407	3831	2tb	tbt		320	mbt	2tb	4tb	utb	16	2	2	1	2	1	flptbt	invtbt						1			0	0	0	0	0	0	xxx			boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0		0	6	0	16	32	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xtb	ytb	1		
Plate Boots	0	0	4	0	20	40	0	70	0	0	24	0	26	2	0	738	5742	2hb	hbt		320	hbt	2hb	4hb	uhb	16	2	2	1	2	1	flphbt	invhbt						2			0	0	0	0	0	0	xxx			boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0		0	6	0	20	40	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xhb	yhb	1		
Sash(L)	0	0	1	0	6	10	0	15	0	0	12	0	3	2	0	16	1012	3lb	lbl		320	lbl	3lb	5lb	ulc	16	2	1	1	2	2	flplbl	invlbl									0	0	0	0	0	0	xxx			belt		item_lightarmor	12	item_lightarmor	0	0	5	0	0	1	0		0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	zlb	alb	1		
Light Belt	0	0	1	0	12	20	0	15	0	0	14	0	7	2	0	48	1584	3vb	vbl		320	vbl	3vb	5vb	uvc	16	2	1	1	2	2	flpvbl	invvbl									0	0	0	0	0	0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	4	0		0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	zvb	avb	1		
Belt(M)	0	0	2	0	18	30	0	25	0	0	16	0	12	2	0	123	2496	3mb	mbl		320	mbl	3mb	5mb	umc	16	2	1	1	2	2	flpmbl	invmbl									0	0	0	0	0	0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	0	0		0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	zmb	bmb	1		
Heavy Belt	0	0	2	0	24	40	0	45	0	0	18	0	20	2	0	240	3414	3tb	tbl		320	mbl	3tb	5tb	utc	16	2	1	1	2	2	flptbl	invtbl									0	0	0	0	0	0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	5	0		0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	ztb	atb	1		
Girdle(H)	0	0	3	0	30	50	0	60	0	0	24	0	26	2	0	517	4995	3hb	hbl		320	hbl	3hb	5hb	uhc	16	2	1	1	2	2	flphbl	invhbl									0	0	0	0	0	0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	3	0		0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	zhb	ahb	1		
Bone Helm	0	0	2	0	42	60	0	25	0	0	40	0	22	2	0	1580	7284	2h9	bhm		320	bhm	2h9	4h9	uh9	0	2	2	1	2	1	flpbhm	invbhm	invbhmu	invbhmu							0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	2	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xh9	yh9	1		
Bone Shield	0	0	2	0	36	54	0	25	0	4	40	0	19	2	0	793	4635	2sh	bsh		320	bsh	2sh	4sh	ush	7	2	3	1	2	2	flpbsh	invbsh	invbshu	invbshu							0	0	0	0	0	0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	10	16	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xsh	ysh	1		
Spiked Shield	0	0	3	0	22	37	0	30	0	2	40	0	11	2	0	472	2899	2pk	spk		306	spk	2pk	4pk	upk	7	2	3	1	2	2	flpspk	invspk	invspku	invspku							0	0	0	0	0	0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	12	20	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xpk	ypk	1		
War Hat	0	0	1	0	52	67	0	20	0	0	12	0	29	2	22	2945	11507	4ap	xap		320	cap	2ap	4ap	uap	0	2	2	1	3	1	flpcap	invcap									0	0	0	0	0	0	xxx			helm		item_cap	12	item_cap	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Sallet	0	0	4	0	60	78	0	43	0	0	18	0	32	2	25	3401	15456	4kp	xkp		320	skp	2kp	4kp	ukp	0	2	2	1	3	1	flpskp	invskp	invxkpu	invxkpu							0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Casque	0	0	4	0	67	88	0	59	0	0	24	0	37	2	25	4134	22725	4lm	xlm		320	hlm	2lm	4lm	ulm	0	2	2	1	3	1	flphlm	invhlm	invhlmu	invhlmu							0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Basinet	0	0	4	0	82	106	0	82	0	0	30	0	40	2	25	4885	30488	4hl	xhl		320	fhl	2hl	4hl	uhl	0	2	2	1	3	1	flpfhl	invfhl	invfhlu	invfhlu							0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1		
Winged Helm	0	0	4	0	105	138	1	92	0	0	40	0	48	2	25	5980	45737	4hm	xhm		320	ghm	2hm	4hm	uhm	0	2	2	1	4	1	flpghm	invghm									0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1		
Grand Crown	0	0	4	0	112	148	1	103	0	0	50	0	52	2	25	6557	57352	4rn	xrn		320	crn	2rn	4rn	urn	0	2	2	1	4	1	flpcrn	invxrn	invxrnu	invxrnu							0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Death Mask	0	0	4	0	90	117	0	55	0	0	20	0	44	2	25	4648	31398	4sk	xsk		320	msk	2sk	4sk	usk	0	2	2	1	4	1	flpmsk	invmsk									0	0	0	0	0	0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Ghost Armor	0	0	1	0	155	171	0	38	0	0	20	0	29	2	22	5069	21954	4ui	xui		320	qlt	2ui	4ui	uui	1	2	3	1	4	2	flpqlt	invqlt							1	1	0	0	0	0	0	0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Serpentskin Armor	0	0	2	0	172	190	0	43	0	0	24	0	31	2	24	5620	25987	4ea	xea		320	lea	2ea	4ea	uea	1	2	3	1	4	2	flplea	invlea					1		1	1	0	0	0	0	0	0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Demonhide Armor	0	0	3	0	191	211	0	50	0	0	28	0	32	2	25	6136	30844	4la	xla		320	hla	2la	4la	ula	1	2	3	1	4	2	flphla	invhla			1	1	1		1	1	0	0	0	0	0	0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Trellised Armor	0	0	4	0	212	234	0	61	0	0	32	0	35	2	25	7197	39463	4tu	xtu		320	stu	2tu	4tu	utu	1	2	3	1	4	2	flpstu	invstu	invxtuu	invxtuu	1			1	1	1	0	0	0	0	0	0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Linked Mail	0	0	4	0	235	259	2	74	0	0	26	0	37	2	25	8325	50468	4ng	xng		320	rng	2ng	4ng	ung	1	2	3	1	5	2	flprng	invrng					1	1	1	1	0	0	0	0	0	0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Tigulated Mail	0	0	4	0	260	286	3	86	0	0	36	0	39	2	25	9280	60399	4cl	xcl		320	scl	2cl	4cl	ucl	1	2	3	1	6	2	flpscl	invscl			1	1	1	1	1	1	0	0	0	0	0	0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Mesh Armor	0	0	4	0	287	315	2	92	0	0	45	0	40	2	25	10680	73011	4hn	xhn		320	chn	2hn	4hn	uhn	1	2	3	1	5	2	flpchn	invchn			1	1	1	1	2	2	0	0	0	0	0	0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Cuirass	0	0	4	0	316	346	1	65	0	0	50	0	43	2	25	10590	77932	4rs	xrs		320	brs	2rs	4rs	urs	1	2	3	1	4	2	flpbrs	invbrs		invxrss			2		2	2	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Russet Armor	0	0	4	0	317	351	2	97	0	0	30	0	45	2	25	12925	99779	4pl	xpl		320	spl	2pl	4pl	upl	1	2	3	1	5	2	flpspl	invspl			1	1	2	1	1	1	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Templar Coat	0	0	4	0	369	407	3	118	0	0	60	0	49	2	25	15174	128491	4lt	xlt		320	plt	2lt	4lt	ult	1	2	3	1	6	2	flpplt	invplt			2	2	2	2	1	1	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Sharktooth Armor	0	0	4	0	408	448	2	103	0	0	48	0	52	2	25	15209	139145	4ld	xld		320	fld	2ld	4ld	uld	1	2	3	1	5	2	flpfld	invfld			1	1	2	2	2	2	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Embossed Plate	0	0	4	0	449	491	2	125	0	0	55	0	54	2	25	18477	165218	4th	xth		320	gth	2th	4th	uth	1	2	3	1	5	2	flpgth	invgth			2	2	1	2	2	2	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Chaos Armor	0	0	4	0	507	553	3	140	0	0	70	0	56	2	25	21584	213696	4ul	xul		320	ful	2ul	4ul	uul	1	2	3	1	6	2	flpful	invful	invfulu	invfulu	2	2	2	2	2	2	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Ornate Armor	0	0	4	0	563	613	2	170	0	0	60	0	58	2	25	29390	270898	4ar	xar		320	aar	2ar	4ar	uar	1	2	3	1	5	2	flpaar	invaar	invxaru	invaaru	1	2	2	2	2		0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Mage Plate	0	0	4	0	332	368	1	55	0	0	60	0	55	2	25	16051	150593	4tp	xtp		320	ltp	2tp	4tp	utp	1	2	3	1	4	2	flpltp	invltp			2		1	1	2	2	0	0	0	0	0	0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Defender	0	0	2	0	60	75	0	38	0	3	68	0	29	2	22	2820	10890	4uc	xuc		320	buc	2uc	4uc	uuc	7	2	2	1	3	2	flpbuc	invbuc	invbucu	invbucu							0	0	0	0	0	0	xxx			shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0		0	1	0	22	30	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Round Shield	0	0	3	0	75	93	0	53	0	5	64	0	32	2	25	3181	14217	4ml	xml		320	buc	2ml	4ml	uml	7	2	2	1	3	2	flpsml	invsml	invxmlu	invxmlu							0	0	0	0	0	0	xxx			shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0		0	1	0	22	38	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Scutum	0	0	4	0	90	111	1	71	0	4	62	0	37	2	25	3692	19795	4rg	xrg		320	lrg	2rg	4rg	urg	7	2	3	1	4	2	flplrg	invlrg	invxrgu	invxrgu							0	0	0	0	0	0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	32	40	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Dragon Shield	0	0	4	0	120	147	1	91	0	5	76	0	41	2	25	4136	24993	4it	xit		320	kit	2it	4it	uit	7	2	3	1	4	2	flpkit	invkit	invkitu	invkitu							0	0	0	0	0	0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	34	54	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Pavise	0	0	4	0	150	183	2	133	0	5	72	0	47	2	25	4943	36062	4ow	xow		320	tow	2ow	4ow	uow	7	2	3	1	4	2	flptow	invtow	invtowu	invtowu							0	0	0	0	0	0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	32	48	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Ancient Shield	0	0	4	0	165	204	1	110	0	4	80	0	53	2	25	6152	54042	4ts	xts		320	kit	2ts	4ts	uts	7	2	4	1	4	2	flpgts	invgts	invgtsu	invgtsu							0	0	0	0	0	0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	38	46	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Demonhide Gloves	0	0	1	0	67	87	0	20	0	0	12	0	31	2	21	2120	9262	4lg	xlg		320	lgl	2lg	4lg	ulg	16	2	2	1	2	0	flplgl	invlgl									0	0	0	0	0	0	xxx			glov		item_gloves	12	item_gloves	0	0	5	0	0	0	0		0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Sharkskin Gloves	0	0	1	0	76	100	0	20	0	0	14	0	34	2	25	2677	11883	4vg	xvg		320	vgl	2vg	4vg	uvg	16	2	2	1	2	0	flpvgl	invvgl									0	0	0	0	0	0	xxx			glov		item_gloves	12	item_gloves	0	0	5	0	0	0	0		0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Heavy Bracers	0	0	2	0	85	113	0	58	0	0	16	0	38	2	25	3014	15600	4mg	xmg		320	mgl	2mg	4mg	umg	16	2	2	1	2	0	flpmgl	invmgl			1	1					0	0	0	0	0	0	xxx			glov		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0		0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Battle Gauntlets	0	0	3	0	94	126	0	88	0	0	18	0	45	2	25	3364	21378	4tg	xtg		320	mgl	2tg	4tg	utg	16	2	2	1	2	0	flptgl	invtgl			1	1					0	0	0	0	0	0	xxx			glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0		0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
War Gauntlets	0	0	4	0	103	139	0	110	0	0	24	0	51	2	25	3862	29218	4hg	xhg		320	hgl	2hg	4hg	uhg	16	2	2	1	2	0	flphgl	invhgl			2	2					0	0	0	0	0	0	xxx			glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0		0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1		
Demonhide Boots	0	0	1	0	65	85	0	20	0	0	12	0	31	2	24	2307	9262	4lb	xlb		320	lbt	2lb	4lb	ulb	16	2	2	1	2	1	flplbt	invlbt									0	0	0	0	0	0	xxx			boot		item_boots	12	item_boots	0	0	5	0	0	0	0		0	6	0	39	69	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
Sharkskin Boots	0	0	1	0	76	100	0	47	0	0	14	0	34	2	25	2674	11857	4vb	xvb		320	vbt	2vb	4vb	uvb	16	2	2	1	2	1	flpvbt	invvbt									0	0	0	0	0	0	xxx			boot		item_boots	12	item_boots	0	0	5	0	0	0	0		0	6	0	42	75	100	100	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1		
